Id,Predicted
19307997,281.95764105642866
20176193,128.89306094675862
19485371,156.21712469431694
13079990,85.44723773977543
22339757,161.27406640788203
7717071,157.0191618379777
19416433,136.03037865349552
28602814,247.14735041636618
3167768,336.1835292735874
22026277,183.21904186422887
20982450,61.93985621178119
16271468,158.89058183985279
14445183,125.44596024734116
6040356,83.30847202334677
11484489,156.48447040887052
29541600,136.03037865349552
2793834,157.28650755253128
588677,132.6359009505088
22940375,160.67845540398096
26126728,183.21904186422887
8072662,183.21904186422887
26250574,33.71369738163115
19568889,203.6731336196039
2048796,61.93985621178119
24938213,162.90076755815653
8555036,183.21904186422887
22108302,107.90427776227645
3625656,88.94177338169312
11238715,80.90236059236452
5041360,88.94177338169312
3989564,83.04112630879318
22662308,297.52153533878965
17728208,157.0191618379777
13597896,183.11645407376085
13083638,82.23908916513244
8760775,157.55385326708486
25518930,80.90236059236452
17256297,205.08982311988683
1975069,161.5640389853886
479285,62.74189335544193
22050058,110.81255463735107
21844210,254.9557238865167
25835470,79.62947408593544
27853108,139.82170925844076
9486111,271.1568973884528
23148095,65.14800478642418
26603929,209.90582639221202
6272181,107.90427776227645
22674576,156.7518161234241
20758205,175.27968701383128
22928982,440.5590153343654
28582815,155.09294097300983
13406622,302.9464242409108
24429072,228.75206344990485
4031951,107.90427776227645
25380861,157.28650755253128
18946416,179.90830549911786
9028856,226.8806434480298
29455324,230.40770507496225
23342877,82.50643487968603
28333465,81.97174345057886
29335812,183.21904186422887
15621557,107.90427776227645
22240208,256.02510674473103
14851292,179.1572888081892
13649833,156.21712469431694
6843556,203.40578790505032
4881610,41.75311017095976
14125183,81.97174345057886
13374115,179.69198023729638
12495831,131.70127988290227
11963123,129.77505901793438
16024539,80.90236059236452
4351563,80.90236059236452
27141784,161.5640389853886
14684699,103.5751789916832
5031569,81.43705202147169
9046203,195.5747875719468
16238779,85.26363336309755
4629359,274.6323916776494
3811186,102.77314184802248
8703711,106.78332756632621
26814509,205.08982311988683
17556436,107.90427776227645
27368543,205.08982311988683
16456543,107.90427776227645
190542,103.04048756257603
18753645,103.04048756257603
14928996,134.32371657570602
24918804,181.56340023917147
29569480,79.62947408593544
4434797,29.448440677376745
7403108,183.21904186422887
14070967,84.34532889654629
28624477,107.90427776227645
7632182,161.02934755628144
27507052,107.55283872497218
10681555,111.7019186291194
26224149,80.90236059236452
15010339,156.21712469431694
21979587,83.57581773790035
491123,82.23908916513244
1703303,103.5751789916832
13276073,223.5336006875433
10336325,158.89058183985279
18504631,63.81127621365627
12983221,157.55385326708486
28893280,157.2313547045635
10995810,88.94177338169312
29490463,14.75119300104782
19476873,175.27968701383128
11693193,128.89306094675862
3766496,181.83074595372506
13936825,62.74189335544193
9331413,132.10120952140164
15144105,80.90236059236452
25763994,157.0191618379777
18457273,156.21712469431694
10120414,183.21904186422887
26770369,110.81255463735107
26035905,82.23908916513244
7367864,110.09784434179791
18736642,107.90427776227645
21190435,67.28677050285286
3750917,107.90427776227645
29260109,386.9502745639854
26236287,222.46835022456463
23744530,183.21904186422887
22937557,80.90236059236452
11069190,156.21712469431694
14535422,158.35589041074562
29615038,107.90427776227645
28978145,80.90236059236452
9116831,107.90427776227645
4728136,83.57581773790035
26337553,80.90236059236452
20136238,107.90427776227645
19343700,179.1572888081892
16409970,230.40770507496225
25740704,315.916822305251
27604010,225.27656916070828
29490455,230.40770507496225
9429015,157.55385326708486
17575407,80.90236059236452
17481087,183.21904186422887
29391342,155.09294097300983
16163768,179.69198023729638
21139341,204.74251647781824
301372,82.50643487968603
18824754,103.04048756257603
28652436,183.21904186422887
14762427,157.55385326708486
26338854,183.43482024104657
23902815,96.94310346557953
25289041,281.95764105642866
4325244,179.95932595184996
2695372,136.03037865349552
715070,183.21904186422887
21293326,157.28650755253128
4235620,62.74189335544193
27573123,33.71369738163115
5562710,181.2960545246179
6227341,107.90427776227645
9955143,180.49401738095713
22838613,116.14042757570164
8736291,102.77314184802248
22339572,158.33326354779263
7542840,157.82119898163845
11957593,81.70439773602527
25413957,176.61641558659917
8371626,156.21712469431694
13485043,243.3171835645085
20775042,107.90427776227645
15468790,107.58536470998696
7434615,129.77505901793438
26401133,183.21904186422887
7082866,156.21712469431694
9883870,275.70177453586376
13092522,132.45229657383092
